Block: 643
Row Block TimeStamp DocumentTimestamp TraceOriginalId DocumentHash ContentHash PdfDocumentHash PdfContentHash Type DocumentVersion OwnerKey VersionKey OwnerSignature OwnerSignedData VersionSignature LedgerSignature LedgerSeal
14178 643 2021-12-04T01:37:41.342Z 2021-12-04T01:37:41.041Z bcde035a34dbf2501a30aecc31614438fce7580dec01cbaa92e1b65e718ff542 239b084bd0c97421274d67eac10ca54c7654d73035e9a19ad1e6b04c40ba0490 2bade0017f915f5a1f30835f9287ab94f40517a10aa4fd8acc200a6b31c525e6 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 AME 2 035f794e571382fc0aca560bd1b4c8b8ef76dbce63b3f3abda7b6e55bfe0f5fff5 0395d5e6c478f6bdf953368bae6e06d17c0ce266f281af60cad224b96cd09ee57a KujlyM1+iy2nIkfRsd10HNX7BmN7KMJKia9/D3aPdZFrUVr6qe+bDLxYFG404AmNABjap8YPghaENwYgkk0dAA== 239b084bd0c97421274d67eac10ca54c7654d73035e9a19ad1e6b04c40ba0490 QgCqLA1v02KVlFmqazUqm3Qgzm6NUJ/2JlrYEhUr8XPhcgrPW1ra6QoVpv5ZfjCIm0RCp5F9jZNCYuN4CZuovQ== p0Tk0hwwQkwAi2poCsEY7SGoY6euYMW8v63J/FpDKfg1uNZilbhkx7/jvLpIDZd0ULH+fA0L+GB8V5U00aX/EA== ubtD05o6ChRzAsg5JcJ3Rc3PdSBhqcUtuAGo0tFxqdXaoLk8x3UfEoyqbrtUaPNLnPBCRmVGKuLW3aic8u/k/g==
14179 643 2021-12-04T01:37:53.099Z 2021-12-04T01:37:51.932Z 6a728d86d3684d00addec1c291b1fb195b863d3c6edc6ea2c4db11eaf5ee42ef 6a728d86d3684d00addec1c291b1fb195b863d3c6edc6ea2c4db11eaf5ee42ef 6a728d86d3684d00addec1c291b1fb195b863d3c6edc6ea2c4db11eaf5ee42ef 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT 642 03a0c295559d19cd215bab67b958d6bea6f46e85c13bbab6ae436e285c66bc989d 0342b899c19b9e38be46c06f3c5ffc9fee58fec6668572c304c0c31332bd2ded72 dtCNC9PWJ54bJGbHOrNjJlopgbFtjzRJBUQL/2nQcfmsRPh5oKFiDSn0QemnNLx3KUQAAG0Jq9pM0fFweF/8zg== 6a728d86d3684d00addec1c291b1fb195b863d3c6edc6ea2c4db11eaf5ee42ef 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 oA/Z0QGRccvlEv1kcQTZtk05UGZ34dCP+YcQpGf/EAz7xiaWr5/OByuUdhNbcuYT84Uq62wf0BaHgy0ZHrAT0A== 2XmM5BMx/thvw3dvhtI03O8hJjQRn8nqKnpCi79ZAFxF7wFNi/h5Jqn8vW9R9vQjqiINx/XIfEwdJ3mNq/eqNw==
14180 643 2021-12-04T01:37:59.876Z 2021-12-04T01:37:59.736Z 699b818e8461755588ca5291ca25af0031cc716471b15866e60880d46fb954af 699b818e8461755588ca5291ca25af0031cc716471b15866e60880d46fb954af 699b818e8461755588ca5291ca25af0031cc716471b15866e60880d46fb954af 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT 642 0255b05f4ae25038025a67474b3ffbe9d70fef85cad4b66f6594c4d6929ff290cc 021905cf3e3abac04c20983c4181ea93375088b23a5980982e8a79bb1bcc46aa45 8WiN44DXC68/O+xqeD2JAnxLt7t9jDchahoOqvGTZgH61ql/FfsL3oqbvHRvrqAASCWAPEQSiRL3dQVo1vRHlA== 699b818e8461755588ca5291ca25af0031cc716471b15866e60880d46fb954af 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 cz/7WHXWoRQQGvQfqkG4kDSCQIYU01EqgTodEsqm5uvnTobyIL/9jm6eWm4P8DKd1A6R3OQZnqFm9aWQAiHWFQ== d/PibFco/50TzPIxWtBYWx18Y1nDYZUVEQvM4uBbbsR9ESvscVSkQTPvFrdHuwL1CI3tsJATkRwPeUHt4CD92w==
14181 643 2021-12-04T01:38:02.506Z 2021-12-04T01:38:01.880Z ae3c3cf1bbd9020b5c3c41424dabd69f32aee02f8283724e71cb9cfb364c46d2 ae3c3cf1bbd9020b5c3c41424dabd69f32aee02f8283724e71cb9cfb364c46d2 ae3c3cf1bbd9020b5c3c41424dabd69f32aee02f8283724e71cb9cfb364c46d2 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT 642 020f13677715f551f5615204df63936ed4626d0858aec139da33f1157a5fe0f66b 03583fc9cc06a5270086392a48337c9c45b3c38bddc40a411e9ffa0901c9769aa1 XNSTMsqZeCEj1DIeyPx4Ch/Lwhu8LAX7bKyV7Hmd/vj5vl48Ut5g1NbdoXJsqR/mtxW7v2Ou6qMJszI+y0UYeA== ae3c3cf1bbd9020b5c3c41424dabd69f32aee02f8283724e71cb9cfb364c46d2 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 Ix5EFvO7w6lnegzSpYMArAXP9XBsTtit2FykFVwosv+zZg3X6wjbBgQJV320R3sc4PYIxfnT+YHg1rh3d3Bprg== xGYpahJkOJkpr7DJypSi2REwZvSSJfDPaJR00Y3HvsxocmoPsLwqMMl9Ajth5SuFrZbdNakb4WgLYGUt27u8xg==
14182 643 2021-12-04T01:38:03.194Z 2021-12-04T01:38:02.245Z e3e3855190ff444aba8a0f3c0b85229bf043b9ac44adc61776fc47182cb86617 e3e3855190ff444aba8a0f3c0b85229bf043b9ac44adc61776fc47182cb86617 e3e3855190ff444aba8a0f3c0b85229bf043b9ac44adc61776fc47182cb86617 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT 642 038179e02e0130dbf55be3e0bf80262b23ee99e4aa388346582bd8c4b50f2e9a7a 02145eeb7450b81a8d8bd886cec2f8fa0486ee5aec7ee34bb3a9715f0af4eaa15e XeZdMNNBS6s61K4gzy7Kd/A+2j8HxrKsqc3HgNvn5ZvCEA7btf8BFmBHD0xFyZsctWxLXW/qAZUwItlcfkim/g== e3e3855190ff444aba8a0f3c0b85229bf043b9ac44adc61776fc47182cb86617 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 j50yfkix19hLKa8BzFlYsxdwW7YBxK57DB+uHIDw11ubbg7PxZG59spuvL032GUr1/9Cx4vj7FX36Ip0EMpBcQ== IKKUZ5k9CEQE6dTGmYo2Vl+QdYGWPKQYTmLnmKuAs0bAwV/Ra4gYf/qCXJkvW8VNlK5XvFaZMoAh0jkoyMqAKw==
14183 643 2021-12-04T01:38:09.732Z 2021-12-04T01:38:09.584Z d87c4b5ec2ef5526fbc727fb11f26878b83a67eed14df9f2cf084f1725c9f2d6 d87c4b5ec2ef5526fbc727fb11f26878b83a67eed14df9f2cf084f1725c9f2d6 d87c4b5ec2ef5526fbc727fb11f26878b83a67eed14df9f2cf084f1725c9f2d6 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT 642 0308306848c228a1c47a83eb9debb32d776f171d12c36a51b71e11e9799b885761 025dd6c203bc0eca43e795bced8492aa43522746ecdae4c3c1de883ec95dd99b71 mD516ru48B5du0ZCiyDfk7INi3G55jjN90N2fHzB/kLGn6a7HpeS31P+rrboYVu46zYu7aPAikKgiweWiHsgPA== d87c4b5ec2ef5526fbc727fb11f26878b83a67eed14df9f2cf084f1725c9f2d6 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 UqLaG3UagX0je0W0yCTfALU1tw5R0Ln/fBNYHrPeHIh9PcBzmwLIL57saD+tM07aMEIIluh307wZQKMSeAQnkw== u4YcjBchrAOFLseJj0ZSTPa3aZ7pm/htxWfViG41zcTmDbNKXq8DIo8kN15wsM0zm7/Rd+/6OsCRCjeSJNmuZw==
14184 643 2021-12-04T01:38:16.521Z 2021-12-04T01:38:16.332Z 084502626c6b8ad568628a20f1e22883f22364173d5c45bfcab7afb345c9c0a7 084502626c6b8ad568628a20f1e22883f22364173d5c45bfcab7afb345c9c0a7 084502626c6b8ad568628a20f1e22883f22364173d5c45bfcab7afb345c9c0a7 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT 642 03c779c2e4b5c937049f68cc3dec88504e0057ec3688c0f52f535ad768b12ca958 0249246209a81142aaeaf5f317884c9a65fb1f74241eea3066bbd476101d2c0b39 8jwntrs4pEViQ+lO31Yr2g9XU4yZQSkLHkKsWfdRflO0btc2ZMSW81EbwsWA8fSZrY1w9fy8NqAcSS1GFRXVVw== 084502626c6b8ad568628a20f1e22883f22364173d5c45bfcab7afb345c9c0a7 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 A2fw0WUZR6Q7N2nkvAgDTmCH8MMseVJr7mF0Ttmxn1zhQw9JY/uFIwOTVbCqtKKJjKU0t/dWc58z89VaAw+2Fw== HKshWOhFBlq5lYEno/SIYsRzOyeCkhzv56yvg4sC47J1JUIGLdtk+sL1xImrIB9cBL99G41SRCyPAPQm6k+/ug==
14185 643 2021-12-04T01:38:16.842Z 2021-12-04T01:38:16.664Z 29124e3b3edea69a72acaf4e1427575919aeb1080253e53d9cdf04679546f492 29124e3b3edea69a72acaf4e1427575919aeb1080253e53d9cdf04679546f492 29124e3b3edea69a72acaf4e1427575919aeb1080253e53d9cdf04679546f492 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT 642 02f0e4f7f1715c4074b24436f412c94df3c9885d595058c6626d96b87fafd8c6c0 02a557526daed3fb401bb40b05e5a363e9adb278fc1b32b17dc90b1564c6ee4056 kdwNqmBjTi/mvEWPZWoEflV27SYd7DV7kQCJRQBkltbZDr/Gp5QApdu/mYlLvXkaz2XtPcxEL+kyyw9T8AYyJg== 29124e3b3edea69a72acaf4e1427575919aeb1080253e53d9cdf04679546f492 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 oDN+IbOMD243R+IG9xUFlGt6OV83OYEt3XhhP8jhRrCvT3bVqkzfwCLQHc62U9cuk/D7VD6aAkmfU9q+ziXOdw== mYRdmL+GbStLklZgm1cixP+QNkbEC/baVsjEq7pDRKj5SY+rWdus1WZ3DqY3TqUO9dn4U4OIJjeQ0vmuhTsa4Q==
14186 643 2021-12-04T03:09:08.116Z 2021-12-04T03:09:07.912Z 5b3c3c2d666f579329b44c2b7953673edbf67621de0bf83abb2fcb80b91b4346 8942419b25965647baadb4e8cce5e04e81295400ce2ee8aaf5112dc66bc20800 6c3d208ff8ea6ce26f0b274386c66247bf70d3a75198e1d3e21f4079e996e325 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 AME 5 0201e73924a24a6929f765222a9743513b9d088cfa49a10b324de61fa98c1ffca6 0348f1138c0c5c608a8d185cfb6eaa0819ff13efa7182015d3df9d9b0fa919392d lcoL2d44JYB8JnXg2kGESr0fEWw0Uf1ZSSQwYjf/nmD43tSqlYC1Rmfuz+ViyHZbGDEfCMYAOO2vosd1v8gRDQ== 8942419b25965647baadb4e8cce5e04e81295400ce2ee8aaf5112dc66bc20800 /jIx4wbJySyNtxrskHnbvt1IY8nw/yJjU8A+xnrn6C3w9xtLROSoJUJu37XJNbumgy00grgyUQrXoyDBVP0lgA== +oRH6hbkP1zQ8wPHJK476Q53bCJwi9KD/MYgjYMd4KgvhN9qTC5Hr+7GB2ay6xMHT4sdNImy+LnRxhGo0Qdccw== juYHXm6U8VFF3V1XqJhAtPnJlJmqPSWUtXuCsEKvLpNRH6/MoRZ6S6brNu3tol9obn4RRiOFTIC4lSIjjPnORg==
14187 643 2021-12-04T04:24:33.527Z 2021-12-04T04:24:33.293Z f3babb8ca6a083644cc77818c33d25820b2b7833dc6013b1090bd69bf33b99d4 dfc30c15f4e20c6f63193de9ce4629dcef2b40a772647026b2c6c8a92c211c76 275ada6a2ac614674101903318afba1a660b746f7953c0d16bd040c127201a87 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 AME 12 033d22d05e08eac6fffe03e40e296142f4f613f02260904d1ea76439bc55b7bf44 03382101faac5cef24159cd19ebf7e9b7d5573c19864d312da7935686dc817d01c j2qN/FQmkN8tvGNXglUXOmLsJ495Xsk0ilf73LokjjJT3XPWOrmycfPj6yT+yr0wm48OWipmdqb1YXEYY4fQeg== dfc30c15f4e20c6f63193de9ce4629dcef2b40a772647026b2c6c8a92c211c76 2LXig2wEniEVZfSwby0T0VlvuY15U0h0IjmZcxiZ8vnOf6YUhQCpOUf3tkyQ0AeZJke3uk1l1DYV57+kaaSzJg== R7OqqqsVL6lJWx8Xs9se2DqBj0HJS+KOxlduyf57pTGlVG+kRpuGS8PW9mCkDh7I+f03rdauFuEYGRLY4ET1UA== N0K9YbQJEuFehaxj5UhVG+SjPQCakZgWi6vCLhoc1dVvV0UVOi0sbdfzkj31rxRsz3YLaEAGaloOTwgeVDrePw==
